iter	Logloss
229	0.1270806532
230	0.1270787706
231	0.1270648459
232	0.127044363
233	0.1270346195
234	0.1270145511
235	0.1270050412
236	0.1269792647
237	0.1269688952
238	0.1269576708
239	0.1269461426
240	0.1269356084
241	0.1269088422
242	0.1269021694
243	0.1268854936
244	0.1268477237
245	0.1268457546
246	0.1268243702
247	0.1268145228
248	0.1268013321
249	0.126801018
250	0.1267900811
251	0.1267675401
252	0.1267507865
253	0.1267409078
254	0.1266957248
255	0.1266721712
256	0.1266674945
257	0.1266662612
258	0.1266664052
259	0.1266530816
260	0.1266417301
261	0.1266264753
262	0.1265952893
263	0.1265899669
264	0.1265893978
265	0.1265495813
266	0.126538577
267	0.1265201952
268	0.1264965937
269	0.1264956898
270	0.1264925599
271	0.1264758051
272	0.1264704203
273	0.1264677152
274	0.1264442038
275	0.1264126331
276	0.126399304
277	0.1263879521
278	0.1263633112
279	0.1263585068
280	0.1263480935
281	0.1263405221
282	0.1263328759
283	0.1263194327
284	0.1263101058
285	0.1263026099
286	0.1262977857
287	0.1262807718
288	0.1262772569
289	0.1262771442
290	0.126273071
291	0.1262607435
292	0.1262588424
293	0.1262536082
294	0.1262447419
295	0.1262389386
296	0.126235115
297	0.1262296576
298	0.1261931463
299	0.126184628
300	0.1261737201
301	0.1261737935
302	0.1261590342
303	0.1261553771
304	0.1261533325
305	0.1261476635
306	0.1261320944
307	0.126128357
308	0.1261147368
309	0.12610765
310	0.1261078374
311	0.1260959202
312	0.1260925988
313	0.1260853863
314	0.1260787071
315	0.1260787285
316	0.1260550221
317	0.1260402602
318	0.126018636
319	0.1260130557
320	0.1260096898
321	0.1259991359
322	0.1259952308
323	0.1259886341
324	0.1259884908
325	0.1259809627
326	0.125961341
327	0.1259561262
328	0.1259517914
329	0.1259461101
330	0.1259375044
331	0.1259304695
332	0.1259114208
333	0.1259064895
334	0.1259003784
335	0.1258968005
336	0.1258926041
337	0.1258878566
338	0.1258859331
339	0.1258807237
340	0.1258712374
341	0.1258674072
342	0.1258551759
343	0.1258499916
344	0.125829926
345	0.1258249164
346	0.1258206871
347	0.1257812495
348	0.1257725237
349	0.1257624686
350	0.1257541158
351	0.1257325749
352	0.1257281099
353	0.125727964
354	0.1257132732
355	0.1257064991
356	0.1257055741
357	0.1256916892
358	0.1256914007
359	0.1256833783
360	0.125663023
361	0.1256627693
362	0.1256517455
363	0.1256392649
364	0.125620969
365	0.1256130608
366	0.1256104459
367	0.1256096648
368	0.1256097261
369	0.1256002408
370	0.1255933357
371	0.1255809548
372	0.125578552
373	0.1255725358
374	0.12557101
375	0.1255607588
376	0.1255437029
377	0.1255392539
378	0.1255206209
379	0.1255137304
380	0.1255058913
381	0.1254898075
382	0.125482695
383	0.125480117
384	0.1254801141
385	0.1254744505
386	0.1254661842
387	0.1254642271
388	0.1254600746
389	0.1254543683
390	0.1254521984
391	0.125441679
392	0.1254392334
393	0.1254390893
394	0.1254354299
395	0.1254347255
396	0.1254056776
397	0.1253952133
398	0.1253771305
399	0.1253746165
400	0.1253665517
401	0.1253510576
402	0.1253449429
403	0.1253372349
404	0.1253280682
405	0.1253264216
406	0.1253134869
407	0.1253058215
408	0.1253003327
409	0.1252896593
410	0.1252774848
411	0.1252754911
412	0.1252740707
413	0.1252677088
414	0.1252609888
415	0.1252441785
416	0.1252434627
417	0.1252430238
418	0.1252351297
419	0.1252253576
420	0.1252131203
421	0.1252091121
422	0.1252044948
423	0.1251946857
424	0.1251944054
425	0.1251916989
426	0.1251866965
427	0.125184856
428	0.1251739952
429	0.1251619605
430	0.1251516042
431	0.1251469681
432	0.1251386432
433	0.1251324655
434	0.1251267874
435	0.1251164779
436	0.1251149743
437	0.1251107175
438	0.1251098005
439	0.1251062584
440	0.1251033134
441	0.1250895129
442	0.1250895059
443	0.1250882908
444	0.1250770271
445	0.1250719637
446	0.1250718073
447	0.1250698357
448	0.1250622993
449	0.1250601262
450	0.1250574307
451	0.1250483612
452	0.1250438228
453	0.1250352894
454	0.1250181053
455	0.1250145996
456	0.1250133024
457	0.1250044315
458	0.1250041905
459	0.1249973703
460	0.1249938226
461	0.1249876606
462	0.1249873804
463	0.1249872113
464	0.1249775186
465	0.1249776161
466	0.1249736002
467	0.1249711848
468	0.1249627833
469	0.1249588883
470	0.1249449422
471	0.1249429255
472	0.1249410495
473	0.1249305405
474	0.1249282819
475	0.1249259041
476	0.1249224021
477	0.1249168591
478	0.1248906382
479	0.1248879058
480	0.1248684078
481	0.1248469082
482	0.1248465488
483	0.1248304915
484	0.1248261039
485	0.124823226
486	0.1248189594
487	0.124818054
488	0.124812787
489	0.12479598
490	0.1247865203
491	0.1247822325
492	0.1247787528
493	0.1247773183
494	0.1247730016
495	0.1247585505
496	0.1247577013
497	0.1247536015
498	0.124746299
499	0.1247406358
500	0.124734209
501	0.124734058
502	0.1247340232
503	0.1247273016
504	0.1247075684
505	0.1246961305
506	0.1246822589
507	0.1246820844
508	0.1246799611
509	0.1246628723
510	0.1246604343
511	0.1246577513
512	0.1246476132
513	0.1246458589
514	0.124634037
515	0.1246323131
516	0.1246306177
517	0.1246238155
518	0.1246224893
519	0.1246151054
520	0.124613682
521	0.1246118972
522	0.1246101818
523	0.1246064448
524	0.1246007767
525	0.1245974934
526	0.1245950619
527	0.124587661
528	0.1245858359
529	0.1245669415
530	0.1245633713
531	0.1245514438
532	0.1245446961
533	0.1245360299
534	0.1245260349
535	0.1245235018
536	0.124520323
537	0.1245195512
538	0.1245005888
539	0.1244963578
540	0.1244955659
541	0.1244922269
542	0.1244845056
543	0.1244758942
544	0.1244631046
545	0.1244628567
546	0.1244610345
547	0.1244580838
548	0.1244387948
549	0.1244326327
550	0.1244279724
551	0.1244113938
552	0.1244051279
553	0.1244026229
554	0.1243988402
555	0.1243856045
556	0.1243795274
557	0.1243760863
558	0.1243742312
559	0.1243574553
560	0.1243546291
561	0.1243493816
562	0.1243487339
563	0.124346702
564	0.12434467
565	0.1243437809
566	0.124340381
567	0.1243290314
568	0.1243173152
569	0.1243167262
570	0.1243024701
571	0.1242870941
572	0.1242760058
573	0.1242705293
574	0.1242680298
575	0.1242625969
576	0.1242533408
577	0.124249671
578	0.1242449762
579	0.1242382395
580	0.1242052155
581	0.1242032317
582	0.1241971818
583	0.1241951657
584	0.1241901324
585	0.1241838088
586	0.1241687551
587	0.124163597
588	0.1241619175
589	0.1241600729
590	0.1241529049
591	0.1241460301
592	0.1241439482
593	0.1241297731
594	0.1241291917
595	0.1241272778
596	0.1241231485
597	0.1241207865
598	0.1241189818
599	0.1241137623
600	0.1241117557
601	0.1241108593
602	0.1241079325
603	0.1241025262
604	0.1240967941
605	0.1240907494
606	0.1240824018
607	0.1240745537
608	0.124064792
609	0.1240630297
610	0.1240520833
611	0.1240428437
612	0.1240359301
613	0.1240224467
614	0.1240051867
615	0.1240010335
616	0.1239978791
617	0.1239932586
618	0.123988475
619	0.1239873539
620	0.1239862636
621	0.1239857581
622	0.1239819657
623	0.1239767851
624	0.1239670479
625	0.1239604816
626	0.1239575566
627	0.1239534329
628	0.1239508805
629	0.1239482535
630	0.1239391368
631	0.1239281377
632	0.1239262882
633	0.1239194806
634	0.1239165632
635	0.1239110052
636	0.123904083
637	0.1238923945
638	0.1238884268
639	0.1238859122
640	0.1238823748
641	0.1238715422
642	0.1238706467
643	0.123861155
644	0.1238604719
645	0.1238579644
646	0.1238468332
647	0.1238387981
648	0.1238362355
649	0.1238335963
650	0.1238217747
651	0.1238187503
652	0.1238137154
653	0.1238057225
654	0.1238001689
655	0.1237896055
656	0.1237871974
657	0.1237770056
658	0.1237723265
659	0.1237668646
660	0.1237589189
661	0.1237568523
662	0.1237559086
663	0.1237451892
664	0.123742269
665	0.1237385416
666	0.1237363672
667	0.1237269259
668	0.1237242597
669	0.1237125873
670	0.123709845
671	0.1236998868
672	0.1236916244
673	0.1236892324
674	0.1236798969
675	0.1236771401
676	0.1236765719
677	0.1236732324
678	0.1236706288
679	0.1236674648
680	0.1236604523
681	0.1236540683
682	0.1236449232
683	0.1236384186
684	0.1236290194
685	0.1236274099
686	0.1236198432
687	0.1236173554
688	0.1236155855
689	0.1236068825
690	0.1236017703
691	0.1235998542
692	0.1235893373
693	0.1235756229
694	0.1235655127
695	0.1235634795
696	0.1235619154
697	0.1235599736
698	0.1235541594
699	0.1235476784
700	0.1235451659
701	0.1235417952
702	0.1235352164
703	0.1235274091
704	0.1235217314
705	0.1235185463
706	0.1235127898
707	0.1235062496
708	0.1235044672
709	0.1234964695
710	0.1234913369
711	0.123488292
712	0.1234856564
713	0.1234800466
714	0.1234771532
715	0.1234744551
716	0.1234706449
717	0.1234630799
718	0.1234544587
719	0.123449548
720	0.1234451877
721	0.1234396318
722	0.1234378782
723	0.1234322843
724	0.1234265518
725	0.1234106122
726	0.123409078
727	0.1233982064
728	0.1233932056
729	0.1233863775
730	0.1233776587
731	0.123375674
732	0.1233731305
733	0.1233717143
734	0.1233654279
735	0.1233572472
736	0.1233546087
737	0.1233476827
738	0.1233463027
739	0.1233399024
740	0.1233356972
741	0.1233343211
742	0.123332768
743	0.1233272129
744	0.1233192373
745	0.1233150795
746	0.1233105481
747	0.1233055386
748	0.1233034543
749	0.1233019872
750	0.1232920756
751	0.1232844499
752	0.1232786591
753	0.1232736134
754	0.1232689873
755	0.1232593807
756	0.1232572976
757	0.1232549912
758	0.1232522206
759	0.1232499364
760	0.1232434835
761	0.1232423408
762	0.1232375745
763	0.1232360331
764	0.1232268116
765	0.1232248423
766	0.1232197667
767	0.1232181561
768	0.1232169069
769	0.1232127699
770	0.1232109971
771	0.1232041404
772	0.1232027921
773	0.1231960051
774	0.1231948572
775	0.123192608
776	0.1231881938
777	0.1231790631
778	0.1231731501
779	0.123171322
780	0.123169845
781	0.1231546205
782	0.1231528044
783	0.1231440165
784	0.1231424021
785	0.123141181
786	0.123136996
787	0.1231306412
788	0.1231220939
789	0.1231208298
790	0.123119464
791	0.1231134424
792	0.1231087938
793	0.1231035329
794	0.123097361
795	0.1230964903
796	0.1230909949
797	0.1230895319
798	0.1230852555
799	0.123081019
800	0.1230756573
801	0.1230697213
802	0.1230683496
803	0.1230634497
804	0.1230582783
805	0.1230565215
806	0.123051192
807	0.1230499729
808	0.1230449694
809	0.1230436049
810	0.1230356229
811	0.1230346571
812	0.1230277124
813	0.1230264201
814	0.1230255269
815	0.1230241134
816	0.1230101451
817	0.12300929
818	0.1230036608
819	0.1230016462
820	0.1229966496
821	0.1229924253
822	0.1229883904
823	0.1229827703
824	0.1229770191
825	0.1229728667
826	0.1229692299
827	0.1229648401
828	0.1229615996
829	0.1229604752
830	0.1229564402
831	0.1229524765
832	0.1229397922
833	0.1229360891
834	0.1229321578
835	0.1229286411
836	0.1229250601
837	0.1229217711
838	0.1229167222
839	0.1229120245
840	0.1229091536
841	0.1229057507
842	0.1229023652
843	0.1228986305
844	0.122893986
845	0.1228910987
846	0.1228883671
847	0.122885003
848	0.1228817575
849	0.1228784827
850	0.1228751203
851	0.1228720479
852	0.1228688192
853	0.122868147
854	0.1228649672
855	0.122861728
856	0.122857716
857	0.1228531073
858	0.1228506149
859	0.122847545
860	0.1228446093
861	0.1228419094
862	0.1228392024
863	0.1228364964
864	0.1228321423
865	0.1228296346
866	0.122826795
867	0.1228241151
868	0.1228212713
